kernel,blksz_x,blksz_y,grdsz_x,grdsz_y,numele,inst_per_warp,warp_nonpred_execution_efficiency,inst_replay_overhead,gld_transactions_per_request,gld_transactions,gst_transactions,l2_read_transactions,l2_write_transactions,dram_read_transactions,dram_write_transactions,global_hit_rate,gld_requested_throughput,gst_requested_throughput,gld_throughput,gst_throughput,local_memory_overhead,tex_cache_hit_rate,l2_tex_read_hit_rate,l2_tex_write_hit_rate,dram_read_throughput,dram_write_throughput,tex_cache_throughput,l2_tex_read_throughput,l2_tex_write_throughput,l2_read_throughput,l2_write_throughput,sysmem_write_throughput,gld_efficiency,tex_cache_transactions,flop_count_sp,flop_count_sp_add,flop_count_sp_mul,inst_executed,inst_issued,stall_inst_fetch,stall_exec_dependency,stall_memory_dependency,stall_other,stall_constant_memory_dependency,stall_pipe_busy,inst_fp_32,inst_integer,inst_control,inst_compute_ld_st,inst_misc,issue_slots,cf_issued,cf_executed,ldst_issued,ldst_executed,l2_tex_read_transactions,stall_memory_throttle,stall_not_selected,l2_tex_write_transactions,ipc,issued_ipc,sm_efficiency,achieved_occupancy,eligible_warps_per_cycle,flop_sp_efficiency,duration,shared_load_transactions_per_request,shared_store_transactions_per_request,shared_store_transactions,shared_load_transactions,shared_load_throughput,shared_store_throughput,stall_texture,stall_sync,shared_efficiency,branch_efficiency,warp_execution_efficiency,local_load_transactions_per_request,local_store_transactions_per_request,gst_transactions_per_request,local_load_transactions,local_store_transactions,local_hit_rate,local_load_throughput,local_store_throughput,gst_efficiency,flop_count_sp_fma,flop_count_sp_special,inst_bit_convert
KernelVectorAddCBTrigILP4,-0.12378,-0.18226,-1.01107,-0.18830,-0.90603,-0.20203,-0.07777,-0.11092,-0.51160,-0.12267,-0.75261,-0.13673,-0.60745,-0.20669,-0.61405,-0.65013,-0.70920,-0.58971,-1.02277,-0.77777, 0.48749, 0.33859,-0.39633, 0.86951,-0.65726,-0.92869,-0.37299,-0.74635,-0.32964,-0.74171,-0.32965,-0.77979, 0.64892,-0.12108,-0.13440,-0.12659,-0.12339,-0.11672,-0.12303, 0.82604, 0.71026,-0.63388,-0.58556, 0.55149,-0.50211,-0.13113,-0.12126,-0.13632,-0.12169,-0.12218,-0.12303,-0.13305,-0.13305,-0.12241,-0.12241,-0.13677,-0.37771,-0.42903,-0.60745,-0.81969,-0.03050,-1.17574,-0.51354,-0.32714, 0.34919,-0.09521, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11999,-0.54225, 0.67793,-0.21094,-0.03026, 0.61654,-0.38043,-0.51513,-0.44709
KernelVectorAddCBTrigILP4, 0.95291,-0.18226,-1.01107,-0.18830, 1.03486,-0.03169,-0.08040,-0.52979,-0.51160,-0.11850, 0.04762,-0.11341, 0.60710,-0.01135,-0.25233,-0.65013,-0.67060,-0.56303,-0.98727,-0.75334, 0.46208, 0.32564,-0.43741, 0.91862,-0.61397,-0.93714,-0.35722,-0.70614,-0.28657,-0.70923,-0.28659, 0.35267, 0.64892,-0.11856,-0.06567,-0.09462,-0.10586,-0.11062,-0.11104, 0.37403, 0.79821,-0.61598,-0.55674,-0.43126,-0.52561,-0.07855,-0.11494,-0.04664,-0.11548,-0.11116,-0.11104,-0.06466,-0.06466,-0.11548,-0.11548,-0.11349,-0.45351,-0.44427, 0.60710,-0.69473,-0.05627, 0.17678,-0.70544,-0.33952, 0.40663,-0.08142, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11749, 0.71482, 0.71273,-0.19804, 0.00102, 0.61654, 1.45162,-0.51513, 1.21485
KernelMatMult,-1.57432, 6.68087,-1.40959, 5.66491,-1.55168, 1.66870,-1.73982,-0.63812,-0.76560, 8.43901, 0.33578, 6.11759, 1.91433, 5.70276, 4.62314, 2.37382, 1.61401, 1.17761, 2.71373, 1.33641, 0.24116, 2.82507, 4.56102,-0.63337,-1.17753,-1.34246, 5.04478,-0.70943,-1.69671,-0.72092,-1.69675,-0.77839,-0.64763, 7.52259, 7.33860, 7.34507, 7.34682, 3.73547, 7.45065,-1.43625, 0.12446,-0.81650, 2.47773,-0.71879, 3.56459, 7.34176, 7.34856, 7.33656, 7.34898, 7.34842, 7.45065, 7.44491, 7.44491, 7.45091, 7.45091, 6.15948,-0.47348, 3.60147, 1.91433,-0.55246, 2.12024, 1.30462, 1.05584, 3.20741,-0.61689, 3.73418, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248,-2.31065, 0.57057, 0.57057,-0.31525, 7.34849, 2.20847, 0.67384, 4.81559,-1.22538,-0.08607,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP2_64,-0.24341,-0.18226,-1.01107,-0.18830,-0.90603,-0.21102, 0.11793,-0.04953, 0.45443,-0.12128,-0.48587,-0.13585,-0.32016,-0.20676,-0.00663, 0.93510,-0.61544,-0.52491,-0.32036,-0.29432, 0.81768, 0.54562, 0.20571, 0.09881,-0.56176, 1.42278, 0.01172,-0.57021, 0.98218,-0.56323, 0.98219,-0.77911,-1.07957,-0.12065,-0.13702,-0.12773,-0.12407,-0.10750,-0.12291, 0.94028, 0.63768,-0.63967, 0.30330,-0.47044,-0.26336,-0.13283,-0.12067,-0.14232,-0.12059,-0.12207,-0.12291,-0.13782,-0.13782,-0.12146,-0.12146,-0.13590,-0.25086,-0.29934,-0.32016, 1.06310, 0.30758, 0.06766,-0.21380,-0.16208,-1.17590,-0.09584, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11944,-0.26390, 0.59024, 0.23430, 1.05003,-1.13998,-0.45176, 0.33393,-0.34370
KernelVectorAddCBTrigILP4,-1.55937,-0.18226,-1.01107,-0.18830, 1.03486, 5.88934,-0.08313,-0.57312,-0.51160,-0.11850, 0.04762,-0.11340, 0.50224,-0.01135,-0.33808,-0.65013,-1.19157,-0.92310,-1.46634,-1.08307, 0.41131, 0.29936,-0.43741, 0.91550,-1.15196,-1.31101,-0.82046,-1.24901,-1.50575,-1.25467,-1.50579,-0.61027, 0.64892,-0.11876,-0.07239,-0.09753,-0.10761,-0.07159,-0.11214, 0.47755, 1.03792,-0.82667,-0.60076,-0.66554,-0.61511,-0.08366,-0.11543,-0.05587,-0.11608,-0.11217,-0.11214,-0.07162,-0.07162,-0.11612,-0.11612,-0.11349,-0.48782,-0.48974, 0.50224,-1.43011,-2.30664, 1.29466,-2.00383,-0.99363,-1.04965, 0.02267, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11774, 0.58935, 0.71230,-0.63599,-1.06160, 0.61654, 1.26875,-0.51513, 1.04896
KernelVectorAddCB,-0.96121,-0.18226,-0.16092,-0.18830, 1.03486,-0.29258, 0.46909,-0.46840,-0.51160,-0.11850, 0.04762,-0.11350,-0.81244,-0.01147,-0.34286,-0.65013, 1.74744, 1.10818, 1.23626, 0.77705,-1.60191,-1.45569,-0.43741,-1.47594, 1.88158, 0.36113,-0.26527, 1.81356,-0.77217, 1.81284,-0.77218,-0.77848, 0.64892,-0.12115,-0.15304,-0.13412,-0.12224,-0.11427,-0.12434,-1.45371,-1.33783, 1.61362,-0.58848,-0.62391,-0.44248,-0.14410,-0.12107,-0.16420,-0.12227,-0.12287,-0.12434,-0.15337,-0.15337,-0.12300,-0.12300,-0.11349,-0.48267,-0.42145,-0.81244, 0.11310,-0.68873, 0.64098, 0.09835,-0.49266,-0.80384,-0.09637, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP2_64,-0.60231,-0.18226,-1.01107,-0.18830, 1.03486, 0.32085, 0.10385,-0.51896, 0.45443,-0.11294, 1.11458,-0.11198, 1.81306,-0.01082, 1.82577, 0.94356,-0.59839,-0.51312,-0.28899,-0.27273, 0.81541, 0.56642,-0.22104, 0.70962,-0.53794, 1.11325, 0.02604,-0.59798, 1.05068,-0.60085, 1.05067, 0.48614,-1.07957,-0.11675,-0.07252,-0.09759,-0.10764,-0.11026,-0.11033, 0.31691, 1.06508,-0.85194, 0.05624,-0.66346,-0.48988,-0.08279,-0.11271,-0.06633,-0.11085,-0.11061,-0.11033,-0.08084,-0.08084,-0.11146,-0.11146,-0.11207,-0.46345,-0.42517, 1.81306,-0.67231,-0.02553,-2.05481,-0.70044,-0.32791, 0.48839,-0.08345, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11514, 1.89617, 0.65577, 0.25829, 1.10823,-1.13998, 1.26538, 2.25266, 1.59385
KernelVectorAddCB,-0.60231,-0.18226, 1.53940,-0.18830, 1.03486,-0.32191, 0.45960, 0.30796,-0.51160,-0.11850, 0.04762,-0.11352,-0.81244,-0.01147,-0.34700,-0.65013, 2.24152, 1.44967, 1.69060, 1.08975,-1.60191,-1.45569,-0.43741,-1.47594, 2.39159, 0.62190,-0.14484, 2.32842,-0.61952, 2.32664,-0.61952,-0.77758, 0.64892,-0.12114,-0.15304,-0.13412,-0.12224,-0.11412,-0.12423,-1.46833,-1.94398, 1.99730,-0.28542,-0.62352, 0.18318,-0.14410,-0.12104,-0.16394,-0.12212,-0.12273,-0.12423,-0.15285,-0.15285,-0.12294,-0.12294,-0.11349,-0.48162, 0.14418,-0.81244, 0.53745,-0.26510, 0.48167, 1.71651, 0.09523,-0.71981,-0.09675, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAdd,-1.32010,-0.18226,-0.58599,-0.18830,-0.90603,-0.30689, 0.23450, 0.86766,-0.51160,-0.12267,-0.75261,-0.13684,-0.97653,-0.20669,-0.64177,-0.65013, 0.04973,-0.06518,-0.32489,-0.29744,-1.60191,-1.45569,-0.32210,-1.47594, 0.12206,-0.56140,-0.61826, 0.04448,-1.29669, 0.04307,-1.29668,-0.77431, 0.64892,-0.12176,-0.15807,-0.13686,-0.12954,-0.11777,-0.12664,-1.37234,-0.93418, 1.26629,-0.59021,-0.43653,-0.60638,-0.14913,-0.12286,-0.16702,-0.12349,-0.12542,-0.12664,-0.15626,-0.15626,-0.12438,-0.12438,-0.13677,-0.48430,-0.48489,-0.97653,-0.93677,-1.78912, 0.35418,-1.36363,-0.84603,-1.21075,-0.09804, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAdd,-0.84157,-0.18226, 1.11432,-0.18830,-0.90603,-0.33052, 0.21118, 0.22491,-0.51160,-0.12267,-0.75261,-0.13684,-0.97653,-0.21003,-0.64180,-0.65013, 1.34137, 0.82754, 0.86286, 0.52005,-1.60191,-1.45569,-0.35596,-1.47594, 1.30886, 0.21566,-0.30530, 1.39043,-0.89763, 1.39359,-0.89756,-0.76498, 0.64892,-0.12174,-0.15807,-0.13686,-0.12954,-0.11765,-0.12656,-1.44586,-1.91433, 1.90740,-0.58155,-0.38435, 0.39816,-0.14913,-0.12284,-0.16680,-0.12341,-0.12532,-0.12656,-0.15593,-0.15593,-0.12432,-0.12432,-0.13677,-0.46539, 0.33664,-0.97653, 0.38743,-0.40071,-1.79514, 1.38378, 0.15618,-1.14046,-0.09912, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAdd,-0.00415,-0.18226, 1.53940,-0.18830,-0.90603,-0.33316, 0.18264, 1.12766,-0.51160,-0.12267,-0.75261,-0.13684,-0.97653,-0.21059,-0.65401,-0.65013, 1.67713, 1.05959, 1.17161, 0.73255,-1.60191,-1.45569, 0.13212,-1.47594, 1.60918, 0.21510,-0.15499, 1.74030,-0.79389, 1.74465,-0.79381,-0.76256, 0.64892,-0.12172,-0.15807,-0.13686,-0.12954,-0.11746,-0.12643,-1.15524,-1.49128, 1.42613,-0.51870,-0.04298, 0.56730,-0.14913,-0.12281,-0.16647,-0.12328,-0.12516,-0.12643,-0.15541,-0.15541,-0.12424,-0.12424,-0.13677,-0.45150, 0.49963,-0.97653, 0.89053, 0.12753,-0.87333, 1.31214, 0.40150,-1.26390,-0.09921, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP4_128, 0.59402,-0.18226, 1.11432,-0.18830, 1.03486,-0.26458, 0.11179,-0.42507, 2.38648,-0.10183, 3.24851,-0.09091, 2.25065, 0.12415, 2.05813, 1.73553,-0.45855,-0.41648, 1.48912, 0.95108, 0.91955, 0.55161, 0.18600, 0.08752, 0.05017, 1.88676, 0.23475, 0.13560, 2.12334, 0.13626, 2.12333, 0.74460,-1.94382,-0.11666,-0.07252,-0.09759,-0.10764,-0.11027,-0.11035, 0.67410,-0.12243,-0.02535, 0.38355,-0.33979,-0.18269,-0.08284,-0.11294,-0.06585,-0.11049,-0.11059,-0.11035,-0.07974,-0.07974,-0.11132,-0.11132,-0.09114, 1.18731,-0.22196, 2.25065,-0.89041, 0.36836, 0.85285, 0.34958,-0.10650, 0.82918,-0.08555, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 2.39563,-0.11514, 1.89617, 0.15310, 0.45496, 1.58544,-2.01825, 1.26538, 2.12299, 1.56818
KernelVectorAddCBTrigILP2_64,-1.55937,-0.18226,-1.01107,-0.18830, 1.03486, 5.55779, 0.10092,-0.58035, 0.45443,-0.11294, 1.11458,-0.11339, 1.81306,-0.01133,-0.33217, 0.94642,-1.19688,-0.92677,-1.38969,-1.03031, 0.81277, 0.58082,-0.43741, 1.09660,-1.15744,-1.31334,-0.77916,-1.25455,-1.35313,-1.26020,-1.35317,-0.62008,-1.07957,-0.11676,-0.07252,-0.09759,-0.10764,-0.07411,-0.11042, 0.52859, 1.33752,-1.10546,-0.59730,-0.66509,-0.61511,-0.08284,-0.11280,-0.06653,-0.11088,-0.11071,-0.11042,-0.08110,-0.08110,-0.11149,-0.11149,-0.11349,-0.48782,-0.48974, 1.81306,-1.41628,-2.29214, 1.29100,-2.00407,-0.98953,-1.06354, 0.02979, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11514, 1.89617, 0.71108,-0.58349,-0.93421,-1.13998, 1.26538, 2.12375, 1.56833
KernelMatMult,-1.60423, 4.64735,-1.37638, 6.48930,-1.55193, 1.29525,-4.09827,-0.64173,-0.84343, 4.06080,-0.08669, 4.00772, 0.92541, 2.58378, 2.82227, 2.29932, 0.92136, 1.67595, 2.32302, 2.02881, 0.16372, 2.79923, 4.76759,-0.61558,-1.18551,-1.33712, 5.15075,-0.56537,-1.69377,-0.57391,-1.69381,-0.77361,-0.99796, 4.06396, 3.87751, 3.89057, 3.89531, 1.99655, 4.03181,-1.43663, 0.11904,-0.80725, 2.42984,-0.71886, 3.33339, 3.88333, 3.89999, 3.87434, 3.90065, 3.89904, 4.03181, 4.01738, 4.01738, 4.03295, 4.03295, 4.01321,-0.47908, 3.82457, 0.92541,-0.50643, 2.31474, 1.02669, 1.27194, 3.57260,-0.61788, 1.95375, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248,-4.54725, 0.52909, 0.52909,-0.29083, 3.90060, 1.12870, 0.66816, 4.81991,-1.22276,-0.19416,-1.02413,-0.51513,-1.03103
KernelMatMult,-1.60423, 4.64735,-1.46272, 4.34587,-1.55226, 0.77879,-4.09790,-0.63812,-0.84165, 1.21259,-0.58437, 1.30721,-0.11868, 0.44900, 0.94014, 2.28043, 0.94941, 2.96237, 2.38326, 3.56024, 0.17583, 2.78544, 4.85658,-0.65258,-1.19807,-1.32301, 5.24312,-0.48129,-1.68630,-0.48688,-1.68634,-0.75106,-1.00301, 1.21467, 1.12699, 1.14530, 1.15241, 0.55540, 1.19841,-1.43602, 0.13986,-0.80744, 2.39330,-0.71219, 3.27295, 1.13494, 1.15878, 1.12136, 1.15920, 1.15697, 1.19841, 1.17517, 1.17517, 1.20034, 1.20034, 1.30382,-0.46547, 3.74198,-0.11868,-0.52507, 2.28484, 1.27736, 1.27748, 3.46468,-0.60828, 0.54349, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248,-4.54725, 0.52909, 0.52909,-0.29083, 1.16032, 0.00138, 0.66183, 4.89152,-1.21599,-0.19416,-1.02413,-0.51513,-1.03103
KernelMatMult,-1.63414, 2.61383,-1.36973, 6.65418,-1.55234, 0.66755,-11.95981,-0.64173,-0.87743, 0.85843,-0.63539, 1.81879,-0.28558, 0.53582, 0.62452, 2.04037, 0.29184, 3.26479, 2.29243, 4.37461, 0.11585, 2.66457, 4.91060,-0.57980,-1.17315,-1.31961, 5.50013, 0.22064,-1.68433, 0.20382,-1.68437,-0.74023,-1.50400, 0.92581, 0.77861, 0.79758, 0.80500, 0.40642, 0.90549,-1.44186,-0.10283,-0.76124, 4.36863,-0.71623, 3.43946, 0.78683, 0.81148, 0.77242, 0.81180, 0.80952, 0.90549, 0.88126, 0.88126, 0.90752, 0.90752, 1.82885,-0.45852, 4.86262,-0.28558,-0.37618, 2.54765, 1.05599, 1.73677, 4.88353,-0.62807, 0.38577, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248,-12.00259, 0.39084, 0.39084,-0.26641, 0.81319,-0.18583, 0.62085, 4.71782,-1.21440,-0.41671,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP4_128, 1.55108,-0.18226,-0.16092,-0.18830,-0.90603,-0.31116, 0.16297,-0.13980, 2.38623,-0.11850, 0.04762,-0.13465,-0.21076,-0.20587,-0.05867, 1.74335,-0.66068,-0.55618, 0.74564, 0.43937, 0.89867, 0.66914, 0.59788, 0.06560,-0.59924, 1.05239,-0.00957,-0.52336, 1.18660,-0.51601, 1.18660,-0.77944,-1.94382,-0.12059,-0.13702,-0.12773,-0.12407,-0.11646,-0.12252, 1.37293, 0.51571,-0.69036, 1.35086, 0.39423,-0.41197,-0.13266,-0.12036,-0.14137,-0.12034,-0.12165,-0.12252,-0.13652,-0.13652,-0.12131,-0.12131,-0.13471, 1.46235,-0.39535,-0.21076,-0.84088, 0.02925, 0.38317,-0.37457,-0.29613, 0.28977,-0.09559, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,-3.55720, 0.10523, 0.61536, 0.61536, 2.39538,-0.11944,-0.26390, 0.36752, 0.17067, 0.89565,-2.01825,-0.45176, 0.82791,-0.24591
KernelVectorAddCBTrigILP2_64, 1.67071,-0.18226, 0.26416,-0.18830,-0.90603,-0.31623, 0.21138,-0.17953, 0.45443,-0.12128,-0.48587,-0.13620,-0.32016,-0.20780, 0.00025, 0.94562,-0.66435,-0.55871,-0.41029,-0.35622, 0.81863, 0.55657, 0.05752, 0.03144,-0.62210, 1.24327, 0.00169,-0.64952, 0.78577,-0.64999, 0.78577,-0.77946,-1.07957,-0.12056,-0.13702,-0.12773,-0.12407,-0.10638,-0.12204, 0.88606, 0.93729,-0.88812, 1.44490, 0.43637,-0.36138,-0.13243,-0.11986,-0.14050,-0.12024,-0.12115,-0.12204,-0.13555,-0.13555,-0.12121,-0.12121,-0.13617,-0.19077,-0.37968,-0.32016, 1.22403, 0.47621, 0.66607,-0.27479,-0.14124,-1.17589,-0.09552, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11944,-0.26390, 0.53079, 0.16552, 0.88314,-1.13998,-0.45176, 1.49416,-0.11401
KernelVectorAddCBTrigILP4_128,-1.55937,-0.18226,-0.16092,-0.18830, 1.03486, 2.10756, 0.08167,-0.56951, 2.38648,-0.10183, 3.24851,-0.11337, 2.25065,-0.01131, 0.05092, 1.74469,-1.06521,-0.83577,-0.74231,-0.58474, 0.88379, 0.73746,-0.43590, 1.11417,-1.02143,-1.11820,-0.60233,-1.11733,-0.68813,-1.12213,-0.68816,-0.37670,-1.94382,-0.11676,-0.07252,-0.09759,-0.10764,-0.11076,-0.11131, 0.66831, 1.40765,-1.19318,-0.59060,-0.64813,-0.61421,-0.08329,-0.11384,-0.06787,-0.11088,-0.11162,-0.11131,-0.08226,-0.08226,-0.11159,-0.11159,-0.11349,-0.48775,-0.48925, 2.25065,-0.73479,-1.87444, 1.27974,-1.78571,-0.87090,-0.72598,-0.04798, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 2.39563,-0.11514, 1.89617, 0.70923,-0.39829,-0.48486,-2.01825, 1.26538, 0.83385, 1.31297
KernelVectorAddCBTrigILP2_64, 0.95291,-0.18226,-1.43615,-0.18830,-0.90603,-0.13292, 0.11124,-0.25897, 0.45443,-0.12128,-0.48587,-0.13655,-0.32016,-0.20729,-0.17802, 0.94569,-0.80681,-0.65717,-0.67230,-0.53655, 0.81463, 0.57226,-0.20377, 0.87446,-0.76206, 0.16693,-0.25124,-0.83444, 0.21358,-0.83382, 0.21357, 2.75550,-1.07957,-0.12065,-0.13702,-0.12773,-0.12407,-0.11668,-0.12296, 0.56975, 1.06507,-0.89837, 0.20099,-0.40242,-0.49649,-0.13286,-0.12072,-0.14243,-0.12061,-0.12213,-0.12296,-0.13797,-0.13797,-0.12148,-0.12148,-0.13656,-0.42467,-0.43483,-0.32016,-0.32293, 0.01745,-3.50836,-0.69930,-0.32072, 0.05827,-0.09413, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11944,-0.26390, 0.67275,-0.03485, 0.39697,-1.13998,-0.45176, 0.25873,-0.35859
KernelMatMult,-1.57432, 6.68087,-1.51585, 3.02684,-1.55226, 0.77879,-1.73929,-0.63451,-0.76559, 1.34425,-0.60110, 0.96005,-0.12211, 0.40078, 0.93460, 2.37496, 1.45614, 2.69789, 2.48149, 3.07662, 0.25897, 2.82416, 5.00680,-0.73152,-1.20466,-1.32596, 4.71825,-0.75419,-1.68791,-0.73813,-1.68796,-0.75326,-0.64767, 1.18814, 1.12699, 1.14530, 1.15241, 1.64475, 1.17344,-1.43442, 0.17835,-0.90141, 2.45520,-0.71678, 3.67682, 1.13494, 1.15878, 1.12136, 1.15920, 1.15697, 1.17344, 1.15007, 1.15007, 1.17538, 1.17538, 0.91838,-0.44620, 3.73865,-0.12211, 2.85377, 2.18436, 0.60257, 1.07840, 3.32359,-0.65897, 0.58938, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248,-2.31065, 0.57057, 0.57057,-0.31525, 1.16032, 0.00138, 0.67169, 4.51661,-1.21738,-0.08607,-1.02413,-0.51513,-1.03103
KernelVectorAddCB, 1.19218,-0.18226, 0.26416,-0.18830,-0.90603,-0.33309, 0.40199, 3.67702,-0.51160,-0.12267,-0.75261,-0.13686,-0.97653,-0.21211,-0.63889,-0.65013, 1.36180, 0.84165, 0.88164, 0.53297,-1.60191,-1.45569,-0.13156,-1.47594, 1.24118, 0.27118,-0.23074, 1.41171,-0.89132, 1.40964,-0.89125,-0.76484, 0.64892,-0.12172,-0.15715,-0.13686,-0.12772,-0.11838,-0.12629,-1.39451,-0.96808, 0.98357, 0.37670, 0.34195, 0.67490,-0.14821,-0.12281,-0.16645,-0.12316,-0.12496,-0.12629,-0.15512,-0.15512,-0.12424,-0.12424,-0.13677,-0.45468, 0.44887,-0.97653,-0.50162, 0.00435, 0.45846, 0.92727, 0.28309,-0.83217,-0.09911, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP4_128, 1.67071,-0.18226, 1.53940,-0.18830,-0.90603,-0.32359, 0.25495,-0.20119, 2.38623,-0.11850, 0.04762,-0.13437,-0.21076,-0.20205,-0.06507, 1.74247,-0.71101,-0.59096, 0.56053, 0.31196, 0.90112, 0.65883, 0.79137, 0.06624,-0.61673, 0.83708,-0.02486,-0.56576, 0.95336,-0.56151, 0.95336,-0.77980,-1.94382,-0.12049,-0.13702,-0.12773,-0.12407,-0.10589,-0.12160, 1.17703, 0.62995,-0.76030, 2.89483,-0.33401,-0.32515,-0.13223,-0.11950,-0.13942,-0.11997,-0.12066,-0.12160,-0.13409,-0.13409,-0.12104,-0.12104,-0.13440, 1.33718,-0.38093,-0.21076, 0.93364, 0.18543, 0.86109,-0.27784,-0.24484,-1.18017,-0.09513, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,-3.29608, 0.10588, 0.61536, 0.61536, 2.39538,-0.11944,-0.26390, 0.27334, 0.09989, 0.72390,-2.01825,-0.45176, 2.06871,-0.00026
KernelVectorAddCB,-1.08084,-0.18226,-1.43615,-0.18830,-0.90603,-0.24574, 0.47143,-0.16508,-0.51160,-0.12267,-0.75261,-0.13684,-0.97653,-0.20660,-0.63966,-0.65013,-0.80552,-0.65628,-1.11134,-0.83873,-1.60191,-1.45569,-0.33203,-1.47594,-0.75548,-1.07050,-0.79855,-0.84673,-1.56093,-0.85098,-1.56095, 2.76500, 0.64892,-0.12176,-0.15715,-0.13686,-0.12772,-0.11850,-0.12654,-1.42586,-0.40187, 0.79640,-0.60076,-0.29882,-0.61327,-0.14821,-0.12287,-0.16704,-0.12350,-0.12527,-0.12654,-0.15629,-0.15629,-0.12438,-0.12438,-0.13677,-0.48668,-0.48878,-0.97653,-1.02708,-2.19165,-0.90501,-1.82783,-0.96020,-1.20338,-0.09416, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
